WaterBodyID,WaterBodyType,WaterBodyTypeName,Latitude,Longitude,Temperature_C,Salinity_PSU,pH,DissolvedOxygen_mgL,Turbidity_NTU,Chlorophyll_μgL,Problem
SEA-AF-6619,AF,人工渔场/养殖区,21.979636286828864,115.95257255972352,23.2,24.3,7.39,4.1,26.9,8.96,鱼类缺氧危机
SEA-CM-6620,CM,海草/海藻床,38.48906413793518,118.67554052502106,24.1,30.1,8.89,7.7,2.0,3.73,碱化趋势
SEA-AF-6621,AF,人工渔场/养殖区,23.18535230712877,114.14462075473796,26.2,27.7,8.21,5.7,22.1,3.64,养殖生物生长缓慢
SEA-OS-6622,OS,开阔大洋,28.042163583458393,122.79801930753199,21.5,31.8,8.09,6.0,0.8,0.47,微量污染物检出
SEA-OS-6623,OS,开阔大洋,27.19788636830641,123.79416155295658,19.9,38.2,8.18,7.0,1.1,0.11,初级生产力不足
SEA-AF-6624,AF,人工渔场/养殖区,22.73361639751134,113.22924899781769,20.2,27.4,7.44,7.2,20.9,7.26,酸化趋势
SEA-CM-6625,CM,海草/海藻床,38.04741006629909,118.06056574008889,21.1,26.0,8.08,7.1,17.8,6.84,底栖生物多样性降低
SEA-EM-6626,EM,河口混合区,31.178572873698453,121.24647024502599,20.2,11.0,8.27,8.6,68.1,17.9,泥沙淤积严重
SEA-AF-6627,AF,人工渔场/养殖区,23.623911404762886,113.75338326149871,25.7,32.2,8.45,3.5,14.7,4.78,鱼类缺氧危机
SEA-CM-6628,CM,海草/海藻床,39.23722238180566,118.84075600402373,24.6,34.8,7.81,8.6,11.7,7.41,沉积物增加
SEA-CB-6629,CB,珊瑚礁海域,19.547673480751982,111.86438166521124,28.2,30.5,7.8,6.5,1.5,0.39,珊瑚白化风险
SEA-EM-6630,EM,河口混合区,31.226564923653786,121.83577282986712,20.3,30.2,7.77,5.7,35.3,10.62,藻类过度生长
SEA-CB-6631,CB,珊瑚礁海域,17.87805633981686,110.53341641848014,23.0,34.1,7.71,6.0,1.8,0.11,珊瑚白化风险
SEA-CB-6632,CB,珊瑚礁海域,17.31281763220692,110.06252942264842,28.6,30.2,8.7,4.9,2.8,0.39,碱化趋势
SEA-CB-6633,CB,珊瑚礁海域,18.37113243516601,111.55242593738677,23.1,36.3,8.25,5.2,2.9,0.26,高盐度胁迫
SEA-CM-6634,CM,海草/海藻床,39.19003261384275,119.33142085020418,19.2,29.2,8.55,7.2,9.1,12.93,碱化趋势
SEA-CB-6635,CB,珊瑚礁海域,17.21928540431353,116.85826178775842,27.5,32.5,8.78,5.4,3.4,0.34,碱化趋势
SEA-OS-6636,OS,开阔大洋,27.320877714090322,122.6061422979945,22.4,33.2,8.43,5.5,1.1,0.23,异常升温
SEA-OS-6637,OS,开阔大洋,28.851253996108024,122.3517706119463,22.4,37.5,7.85,5.2,1.4,0.37,异常升温
SEA-CM-6638,CM,海草/海藻床,39.55035275465118,118.47262805333496,21.4,37.4,8.48,8.1,8.5,6.41,高盐度胁迫
SEA-AF-6639,AF,人工渔场/养殖区,23.997298765318927,114.5933823152912,23.8,32.3,7.32,3.0,26.3,23.2,鱼类缺氧危机
SEA-AF-6640,AF,人工渔场/养殖区,23.38855380848849,113.66147632953557,26.7,29.4,8.06,3.9,21.6,0.0,鱼类缺氧危机
SEA-CB-6641,CB,珊瑚礁海域,16.85234720474897,111.15969307321451,31.5,39.6,8.41,5.5,0.4,0.64,高温胁迫
SEA-AF-6642,AF,人工渔场/养殖区,23.101226034155605,113.63923780806701,26.7,28.7,8.36,7.5,25.1,7.41,碱性过高
SEA-CM-6643,CM,海草/海藻床,38.656466452797595,117.59568581325173,25.9,32.8,8.11,5.0,7.5,7.64,海草缺氧胁迫
SEA-OS-6644,OS,开阔大洋,27.704259163479527,123.78141409945643,21.9,37.7,8.4,8.5,1.5,0.15,初级生产力不足
SEA-EM-6645,EM,河口混合区,30.82858801247867,120.42836282019498,26.3,29.9,7.06,2.7,60.8,17.91,泥沙淤积严重
SEA-CM-6646,CM,海草/海藻床,39.0454771381482,119.34700164109299,22.2,33.8,7.04,5.9,13.5,7.34,海草缺氧胁迫
SEA-AF-6647,AF,人工渔场/养殖区,21.02398510935821,115.44347821193841,27.3,26.5,7.44,3.3,17.9,29.62,鱼类缺氧危机
SEA-CM-6648,CM,海草/海藻床,38.788144202591006,117.81215997348743,26.0,30.6,7.86,7.1,4.0,11.62,热浪影响
SEA-CB-6649,CB,珊瑚礁海域,19.70263202080612,116.66613564673972,23.9,38.0,8.4,7.1,1.0,0.36,高盐度胁迫
SEA-EM-6650,EM,河口混合区,30.00971449541493,120.2756712563613,19.7,26.7,7.65,7.4,42.5,24.02,富营养化
SEA-EM-6651,EM,河口混合区,30.04700438483769,120.42949464584028,19.3,19.5,7.72,8.2,34.7,4.28,生态系统轻微失衡
SEA-CM-6652,CM,海草/海藻床,38.01819900357122,118.1343582621672,25.8,35.5,8.45,6.3,14.5,7.29,热浪影响
SEA-CB-6653,CB,珊瑚礁海域,16.027770757033462,110.65836692594372,25.4,33.5,8.21,4.9,2.3,0.49,珊瑚生长缓慢
SEA-CM-6654,CM,海草/海藻床,38.54469764829857,119.30771620629172,20.3,35.8,8.23,7.3,11.5,3.44,海草覆盖率下降
SEA-EM-6655,EM,河口混合区,30.636791084055567,120.30834826247809,26.8,19.5,8.52,6.1,66.8,11.42,泥沙淤积严重
SEA-CB-6656,CB,珊瑚礁海域,16.1444850081758,111.26329119953257,21.2,37.0,8.33,4.8,1.6,0.35,高盐度胁迫
SEA-EM-6657,EM,河口混合区,31.02435640145649,120.74341347777755,24.8,14.8,7.89,7.3,16.4,11.05,藻类过度生长
SEA-CM-6658,CM,海草/海藻床,38.18816280210368,118.20108325683118,25.2,31.5,8.54,3.8,9.7,8.86,海草缺氧胁迫
SEA-AF-6659,AF,人工渔场/养殖区,23.802449184090513,114.28820772745665,22.1,30.6,8.56,6.6,17.6,23.76,碱性过高
SEA-EM-6660,EM,河口混合区,30.225799731731428,121.50963945199292,20.1,27.2,8.3,6.9,13.3,18.16,富营养化
SEA-CM-6661,CM,海草/海藻床,38.78956203822661,118.37197064161494,22.4,32.2,8.18,8.9,16.9,9.94,底栖生物多样性降低
SEA-EM-6662,EM,河口混合区,30.37828831348471,121.79790038006055,21.8,22.5,7.77,5.9,21.4,14.59,藻类过度生长
SEA-OS-6663,OS,开阔大洋,26.76723231618137,123.63076327437395,15.5,35.1,8.51,6.2,1.5,0.49,碱化趋势
SEA-EM-6664,EM,河口混合区,30.29921742135645,121.5455315020595,21.2,22.1,7.17,6.8,63.4,6.79,泥沙淤积严重
SEA-CM-6665,CM,海草/海藻床,38.9640449978479,118.10733801219797,20.1,33.4,8.06,5.1,2.1,9.89,海草缺氧胁迫
SEA-AF-6666,AF,人工渔场/养殖区,22.047370705706722,113.18477605860126,25.5,30.7,7.94,1.5,33.9,18.79,鱼类缺氧危机
SEA-OS-6667,OS,开阔大洋,29.790795316234544,124.26553289268186,17.3,39.9,8.14,6.5,0.6,0.23,高盐度胁迫
SEA-EM-6668,EM,河口混合区,30.23080565452197,121.69843678076671,20.9,20.1,7.14,8.1,58.9,10.22,酸化趋势
SEA-CM-6669,CM,海草/海藻床,39.71769994517174,119.32264334715268,15.5,28.6,7.66,6.6,9.8,6.74,酸化趋势
SEA-EM-6670,EM,河口混合区,30.891743021033985,120.96511578057458,25.9,19.7,7.66,6.7,28.0,6.28,酸化趋势
SEA-AF-6671,AF,人工渔场/养殖区,21.259673749548778,115.72087355170063,24.7,22.3,7.6,5.2,20.6,18.26,盐度过低
SEA-OS-6672,OS,开阔大洋,26.633049117396617,123.14928597544713,13.7,30.8,8.19,7.0,0.8,0.27,温度过低警告
SEA-OS-6673,OS,开阔大洋,28.953661722849482,124.28103662439851,20.2,36.4,8.35,7.1,0.0,0.28,高盐度胁迫
SEA-OS-6674,OS,开阔大洋,27.340054066412435,122.3830448718062,18.2,30.5,8.37,8.1,0.9,0.23,表层溶解氧波动
SEA-AF-6675,AF,人工渔场/养殖区,21.800307500176945,114.55151944579559,26.0,36.0,7.89,5.6,35.9,14.54,藻类过度生长
SEA-CM-6676,CM,海草/海藻床,39.70958177524498,117.97228405419159,16.8,34.1,8.01,9.3,12.3,7.68,海草覆盖率下降
SEA-OS-6677,OS,开阔大洋,27.252440840679462,124.38345226378544,22.2,32.1,7.77,6.2,1.1,0.21,异常升温
SEA-EM-6678,EM,河口混合区,31.304193899643394,121.57488209190552,20.1,10.9,8.24,6.4,63.9,10.59,泥沙淤积严重
SEA-OS-6679,OS,开阔大洋,26.665213891076146,123.10756520529188,17.3,32.4,9.0,5.8,0.9,0.24,碱化趋势
SEA-EM-6680,EM,河口混合区,30.871029126549132,121.05391474960207,20.5,11.3,7.43,5.8,28.4,20.98,富营养化
SEA-OS-6681,OS,开阔大洋,28.33439966399499,124.84108221901187,22.3,31.7,8.2,4.9,1.1,0.21,异常升温
SEA-CB-6682,CB,珊瑚礁海域,16.39978476029918,114.77205871887848,24.8,30.7,8.66,4.4,2.1,0.6,碱化趋势
SEA-OS-6683,OS,开阔大洋,26.911407860131085,122.69204796112176,27.8,36.5,8.01,5.7,1.0,0.25,异常升温
SEA-CM-6684,CM,海草/海藻床,38.258893361469966,118.70130812983483,20.5,35.9,8.04,6.2,0.0,9.7,底栖生物多样性降低
SEA-EM-6685,EM,河口混合区,30.648027823796053,120.04735200881426,22.6,9.9,8.82,7.8,75.6,15.38,泥沙淤积严重
SEA-OS-6686,OS,开阔大洋,29.963897647835502,124.11346653558745,16.6,40.0,8.64,7.1,0.8,0.29,高盐度胁迫
SEA-AF-6687,AF,人工渔场/养殖区,23.405674455560792,115.11065430807201,23.8,25.9,8.15,1.6,13.2,12.45,鱼类缺氧危机
SEA-AF-6688,AF,人工渔场/养殖区,21.649589377870853,113.98605554267934,23.5,30.5,7.64,5.0,11.0,30.83,酸化趋势
SEA-OS-6689,OS,开阔大洋,29.97762537288318,123.57646541957921,14.6,31.8,7.9,6.0,0.1,0.36,酸化风险
SEA-OS-6690,OS,开阔大洋,26.971973675937356,122.62819088181162,17.2,35.4,8.7,5.8,0.4,0.36,碱化趋势
SEA-OS-6691,OS,开阔大洋,29.945104254452367,124.33535772278073,13.1,33.7,8.14,7.4,1.5,0.16,初级生产力不足
SEA-CM-6692,CM,海草/海藻床,39.84456467640768,119.40772209386911,23.4,28.6,8.34,6.9,9.4,8.36,海草覆盖率下降
SEA-CM-6693,CM,海草/海藻床,38.441507416461455,119.01380205945489,26.9,35.7,7.52,6.8,16.6,10.43,热浪影响
SEA-AF-6694,AF,人工渔场/养殖区,23.02603903496398,114.09275660322685,24.8,28.5,8.57,1.8,42.6,0.57,鱼类缺氧危机
SEA-EM-6695,EM,河口混合区,31.473361912811146,120.46551382542782,26.1,7.3,8.17,5.3,55.5,12.37,低盐胁迫
SEA-CB-6696,CB,珊瑚礁海域,18.69745832737206,116.70545333808312,28.9,31.3,9.0,6.5,2.0,0.22,碱化趋势
SEA-EM-6697,EM,河口混合区,31.115987088928197,121.02572524062104,22.7,11.5,7.94,5.2,33.5,9.64,轻度富营养化
SEA-EM-6698,EM,河口混合区,30.49304029972629,120.48793043385004,18.1,21.5,8.23,7.6,26.9,13.69,藻类过度生长
SEA-AF-6699,AF,人工渔场/养殖区,23.21174707596809,113.66084120923307,25.7,36.4,7.27,2.7,10.6,25.98,鱼类缺氧危机
SEA-EM-6700,EM,河口混合区,30.033168902005155,121.2581907703713,17.6,23.4,7.82,6.4,1.1,16.98,富营养化
SEA-CB-6701,CB,珊瑚礁海域,16.604451043857395,115.02401824105262,24.1,29.4,8.31,6.3,0.4,0.19,微量白化现象
SEA-OS-6702,OS,开阔大洋,28.688947181430194,124.6606514437885,20.1,35.3,8.33,6.3,0.7,0.22,表层溶解氧波动
SEA-EM-6703,EM,河口混合区,30.65666830924264,121.6479609871241,21.9,35.3,8.01,5.5,47.3,6.4,轻度富营养化
SEA-CM-6704,CM,海草/海藻床,38.31252801189125,119.23676863988341,18.5,30.3,7.85,6.9,11.9,10.74,藻类过度生长
SEA-OS-6705,OS,开阔大洋,28.480082502302867,122.4728908992994,18.2,33.6,8.16,4.7,0.6,0.34,微量污染物检出
SEA-EM-6706,EM,河口混合区,31.294478569499354,121.70697390424058,26.8,20.7,8.76,7.5,42.7,14.08,碱化趋势
SEA-OS-6707,OS,开阔大洋,26.16614908223082,123.79131601775768,13.3,31.1,7.9,5.5,0.8,0.56,酸化风险
SEA-CB-6708,CB,珊瑚礁海域,19.877164923752574,111.5387771553294,23.6,37.0,8.1,4.9,2.0,0.24,高盐度胁迫
SEA-EM-6709,EM,河口混合区,31.059563942166456,121.36865234565103,25.2,19.5,7.94,4.7,77.3,0.0,泥沙淤积严重
SEA-AF-6710,AF,人工渔场/养殖区,22.051354865964182,115.0315691756329,21.2,30.7,7.83,3.3,27.8,14.1,鱼类缺氧危机
SEA-CB-6711,CB,珊瑚礁海域,17.04428650929604,112.68284521129875,32.9,36.9,7.03,5.6,2.8,0.34,珊瑚白化风险
SEA-CM-6712,CM,海草/海藻床,38.99670926511215,117.90029027736539,27.1,31.1,7.74,7.6,17.0,3.15,热浪影响
SEA-OS-6713,OS,开阔大洋,28.65628851579901,123.6427369407503,14.9,40.0,7.0,6.8,0.7,0.15,初级生产力不足
SEA-CM-6714,CM,海草/海藻床,38.31760230721471,118.73906754027755,26.1,35.7,7.39,7.0,9.1,4.6,热浪影响
SEA-CM-6715,CM,海草/海藻床,39.46600782289428,119.41725011370416,25.7,29.6,7.98,8.2,4.4,13.64,热浪影响
SEA-EM-6716,EM,河口混合区,30.807331113796973,121.92681636004681,17.7,12.2,7.0,6.5,12.1,11.01,酸化趋势
SEA-OS-6717,OS,开阔大洋,29.63488506575893,122.14083708290647,19.7,32.9,8.53,6.0,0.8,0.34,碱化趋势
SEA-AF-6718,AF,人工渔场/养殖区,21.68748393150458,115.11316643206325,29.2,25.3,9.0,7.2,21.4,5.38,碱性过高
SEA-CM-6719,CM,海草/海藻床,38.30541220096808,117.9925774743154,20.4,31.4,7.51,8.1,0.0,9.07,酸化趋势
SEA-OS-6720,OS,开阔大洋,29.519940252166563,122.1689649049422,17.7,37.1,8.0,6.1,0.4,0.38,酸化风险
SEA-OS-6721,OS,开阔大洋,28.939151082674897,122.90264783459587,15.4,34.3,7.93,6.3,0.9,0.34,酸化风险
SEA-OS-6722,OS,开阔大洋,28.32860936276105,122.82286649247754,18.7,40.0,8.36,5.0,0.1,0.3,高盐度胁迫
SEA-AF-6723,AF,人工渔场/养殖区,23.285995342959353,114.64026663487599,23.0,26.4,8.09,5.7,24.2,8.13,饵料生物减少
SEA-EM-6724,EM,河口混合区,30.463427569007216,120.98253118577199,25.0,14.5,7.87,5.7,49.7,17.19,富营养化
SEA-AF-6725,AF,人工渔场/养殖区,23.18277626785925,114.11696928370063,25.8,28.3,7.73,4.7,28.8,18.88,鱼类缺氧危机
SEA-AF-6726,AF,人工渔场/养殖区,23.292428249081464,115.69131192397224,24.9,23.0,8.49,4.3,39.0,3.27,鱼类缺氧危机
SEA-EM-6727,EM,河口混合区,31.292924633275067,121.4298058394044,22.3,4.4,7.6,3.6,52.3,10.8,低盐胁迫
SEA-CM-6728,CM,海草/海藻床,39.25821027069261,119.23193101734064,19.5,34.5,8.26,6.5,16.9,4.01,海草覆盖率下降
SEA-AF-6729,AF,人工渔场/养殖区,21.86353800930989,115.2876410728734,26.2,33.5,7.16,6.3,10.4,32.04,酸化趋势
SEA-EM-6730,EM,河口混合区,31.079086672981866,120.19396051736688,21.3,22.0,7.54,10.6,44.8,12.35,酸化趋势
SEA-EM-6731,EM,河口混合区,30.75489551229447,121.97877969215844,18.3,24.7,7.6,6.6,45.6,9.86,酸化趋势
SEA-EM-6732,EM,河口混合区,31.169503287084233,121.54055053081612,23.1,16.1,7.5,4.7,53.2,17.87,富营养化
SEA-CB-6733,CB,珊瑚礁海域,16.632673512226866,113.00752766357147,31.2,31.9,8.2,5.1,0.4,0.51,高温胁迫
SEA-EM-6734,EM,河口混合区,30.62928930239415,120.06359014041968,15.1,7.0,7.96,7.4,44.2,17.43,富营养化
SEA-EM-6735,EM,河口混合区,30.924348147817454,121.98219491108944,29.3,15.9,8.29,7.1,44.6,18.33,富营养化
SEA-EM-6736,EM,河口混合区,30.085847186374703,120.55460557913568,20.6,9.6,8.18,8.1,29.9,10.67,低盐胁迫
SEA-AF-6737,AF,人工渔场/养殖区,21.416713392873298,114.13743291192903,26.7,26.2,7.69,4.6,15.9,5.26,鱼类缺氧危机
SEA-CB-6738,CB,珊瑚礁海域,16.541703864004088,115.990260437024,24.5,37.8,7.93,4.5,3.5,0.61,高盐度胁迫
SEA-CB-6739,CB,珊瑚礁海域,19.39812914345994,111.02985236789928,31.6,38.4,7.67,7.1,1.5,0.44,珊瑚白化风险
SEA-CM-6740,CM,海草/海藻床,38.1496511988373,117.89198175225299,27.0,34.1,8.24,6.4,4.8,3.84,热浪影响
SEA-CM-6741,CM,海草/海藻床,38.98340250010355,118.96792267627967,23.1,29.7,7.61,6.4,11.8,5.08,酸化趋势
SEA-CM-6742,CM,海草/海藻床,38.12252652235355,118.53769988998161,22.3,30.1,8.53,8.3,11.2,5.64,碱化趋势
SEA-OS-6743,OS,开阔大洋,29.988026359947323,124.67306173637859,21.4,29.7,8.3,5.4,0.0,0.36,海水层化异常
SEA-CB-6744,CB,珊瑚礁海域,16.807609109823545,115.50998872185657,31.4,37.4,7.35,5.8,2.8,0.25,珊瑚白化风险
SEA-CB-6745,CB,珊瑚礁海域,19.297347347225323,116.38202050386312,26.5,35.8,8.04,6.0,2.2,0.74,珊瑚生长缓慢
SEA-OS-6746,OS,开阔大洋,27.747439114700622,123.42922548922273,17.0,32.8,8.37,6.6,0.5,0.42,微量污染物检出
SEA-EM-6747,EM,河口混合区,31.175856124601538,120.93776341482655,19.4,19.9,7.28,5.8,8.3,14.5,酸化趋势
SEA-CB-6748,CB,珊瑚礁海域,18.05014738643475,113.35305102116114,30.0,40.0,8.37,5.4,2.4,0.17,高温胁迫
SEA-OS-6749,OS,开阔大洋,26.943219749148565,123.46376185996152,20.6,38.5,7.74,7.7,0.0,0.41,酸化风险
SEA-AF-6750,AF,人工渔场/养殖区,22.500115494560514,114.76973944175255,30.5,25.3,7.3,5.7,0.0,7.37,温度过高警告
SEA-CM-6751,CM,海草/海藻床,38.16081315794761,118.33450606469582,22.1,30.2,8.59,7.4,13.7,11.35,碱化趋势
SEA-OS-6752,OS,开阔大洋,28.08409829654712,123.44703805923247,16.2,37.2,8.45,7.5,1.6,0.2,高盐度胁迫
SEA-EM-6753,EM,河口混合区,30.604899119791884,121.76990068804263,19.7,29.0,7.91,6.5,61.3,20.99,泥沙淤积严重
SEA-CB-6754,CB,珊瑚礁海域,17.761577435875747,111.96721437735576,31.8,35.1,7.36,5.2,2.4,0.31,珊瑚白化风险
SEA-CM-6755,CM,海草/海藻床,38.38921817481625,119.07252774306605,18.7,32.4,8.68,8.7,12.3,4.98,碱化趋势
SEA-EM-6756,EM,河口混合区,31.13718409670105,120.25937308263819,19.9,23.7,7.0,8.1,26.7,5.28,酸化趋势
SEA-EM-6757,EM,河口混合区,30.916534528905622,120.86947989279275,24.2,16.5,7.27,3.9,76.4,2.91,泥沙淤积严重
SEA-EM-6758,EM,河口混合区,30.894519640869124,121.24363109127754,27.4,1.3,8.15,7.1,46.8,10.98,低盐胁迫
SEA-CB-6759,CB,珊瑚礁海域,19.30491386360579,112.74650363557066,27.0,33.3,7.75,6.3,2.7,0.25,珊瑚白化风险
SEA-OS-6760,OS,开阔大洋,28.91377123402498,123.56267041210998,15.6,29.8,7.29,7.0,0.9,0.13,初级生产力不足
SEA-AF-6761,AF,人工渔场/养殖区,21.68539640711477,114.8303497016643,31.1,25.3,8.42,4.3,36.7,9.23,鱼类缺氧危机
SEA-CM-6762,CM,海草/海藻床,38.57721194528381,118.27467690767944,20.0,31.8,8.26,6.7,20.3,3.73,海草覆盖率下降
SEA-CB-6763,CB,珊瑚礁海域,18.37281424583808,113.89992183321814,25.4,30.1,8.06,7.0,3.9,0.35,珊瑚生长缓慢
SEA-EM-6764,EM,河口混合区,31.05297498558437,120.19569845126118,21.6,22.2,7.34,6.3,45.8,9.95,酸化趋势
SEA-AF-6765,AF,人工渔场/养殖区,23.065498323689315,114.96649564095961,22.5,23.9,8.42,5.1,8.8,11.43,碱性过高
SEA-CB-6766,CB,珊瑚礁海域,16.879022139403,115.00178865360813,30.3,36.8,7.98,7.6,1.0,0.13,高温胁迫
SEA-EM-6767,EM,河口混合区,30.49070603193538,121.13939727501267,23.0,36.3,7.77,8.2,40.0,14.89,高盐度胁迫
SEA-OS-6768,OS,开阔大洋,29.44253919510808,124.33096270714826,18.6,39.6,7.43,6.6,1.7,0.38,酸化风险
SEA-EM-6769,EM,河口混合区,31.14592297380539,121.29762944349736,23.1,17.8,7.64,7.0,46.1,18.19,富营养化
SEA-CM-6770,CM,海草/海藻床,39.30591549776347,117.50161348159315,24.0,30.9,8.28,8.1,11.6,8.46,海草覆盖率下降
SEA-EM-6771,EM,河口混合区,30.33680825794671,121.98187627748936,23.4,11.0,9.0,7.3,70.9,6.15,泥沙淤积严重
SEA-EM-6772,EM,河口混合区,31.3568602455948,121.42728423434461,20.3,13.8,7.39,6.8,37.1,3.33,酸化趋势
SEA-OS-6773,OS,开阔大洋,29.406180802992935,122.9065817439806,12.6,36.1,8.47,5.1,1.3,0.28,温度过低警告
SEA-OS-6774,OS,开阔大洋,26.042226431980474,122.0784857092758,17.7,33.6,8.88,4.9,0.4,0.12,初级生产力不足
SEA-EM-6775,EM,河口混合区,31.503656788226245,120.96981966246199,18.0,20.1,8.03,9.1,68.2,12.49,泥沙淤积严重
SEA-CB-6776,CB,珊瑚礁海域,19.82313981656782,114.11266585591665,25.6,29.1,8.16,5.7,1.2,0.14,轻微珊瑚应激
SEA-CM-6777,CM,海草/海藻床,39.429865927048965,118.37931195497072,23.3,33.1,7.77,6.8,16.8,3.44,沉积物增加
SEA-AF-6778,AF,人工渔场/养殖区,22.8292982192673,114.98284098975881,21.9,22.3,7.8,3.7,17.8,14.42,鱼类缺氧危机
SEA-AF-6779,AF,人工渔场/养殖区,23.67494772541739,114.4044368083947,24.7,29.7,7.82,4.5,16.7,9.85,鱼类缺氧危机
SEA-EM-6780,EM,河口混合区,30.60281805973715,120.45473929333372,20.9,6.7,7.5,5.3,26.9,5.05,低盐胁迫
SEA-CB-6781,CB,珊瑚礁海域,18.166905141544618,115.78731350742909,20.8,35.0,8.68,6.3,3.6,0.3,碱化趋势
SEA-EM-6782,EM,河口混合区,30.2978097935453,121.81956346992055,21.3,28.2,7.97,6.7,38.9,18.62,富营养化
SEA-EM-6783,EM,河口混合区,31.05667068974138,120.73985830620133,21.7,11.8,8.01,5.1,40.1,10.55,藻类过度生长
SEA-EM-6784,EM,河口混合区,30.304400109412615,121.35325495973592,24.9,18.3,7.83,4.8,18.3,6.92,生态系统轻微失衡
SEA-CM-6785,CM,海草/海藻床,38.63980992910858,118.25028908108735,20.6,28.6,7.94,7.0,9.3,5.51,底栖生物多样性降低
SEA-OS-6786,OS,开阔大洋,28.425978957449704,122.63634141900448,14.8,34.7,8.33,6.5,0.7,0.6,温度过低警告
SEA-CB-6787,CB,珊瑚礁海域,17.621877459228106,115.69056681050975,30.7,36.2,8.14,5.4,3.4,0.54,高温胁迫
SEA-AF-6788,AF,人工渔场/养殖区,21.927423734478975,114.24426568619572,21.9,38.7,7.21,5.4,36.2,16.08,高盐度胁迫
SEA-CM-6789,CM,海草/海藻床,38.16754140220206,118.80889505561618,21.0,33.2,8.51,8.6,11.3,8.14,碱化趋势
SEA-CB-6790,CB,珊瑚礁海域,18.052810666984154,114.74945785414386,25.3,32.0,8.1,5.3,2.0,0.39,轻微珊瑚应激
SEA-EM-6791,EM,河口混合区,31.000138247832595,120.50618829660642,18.1,27.0,8.13,7.1,17.1,10.7,藻类过度生长
SEA-OS-6792,OS,开阔大洋,27.532910274288827,124.37236318688772,16.1,32.6,7.95,6.7,0.8,0.38,酸化风险
SEA-AF-6793,AF,人工渔场/养殖区,21.095877260281462,115.2060042584671,17.6,28.1,7.67,7.0,15.8,13.22,酸化趋势
SEA-EM-6794,EM,河口混合区,31.072997570577378,120.65278278730355,15.0,9.3,7.56,5.4,33.7,13.21,低盐胁迫
SEA-AF-6795,AF,人工渔场/养殖区,23.828805031109965,114.43502318356117,20.8,32.6,8.15,4.6,26.3,27.79,鱼类缺氧危机
SEA-AF-6796,AF,人工渔场/养殖区,22.339186213403135,114.32844342611223,27.1,28.4,7.86,3.3,18.6,4.55,鱼类缺氧危机
SEA-CB-6797,CB,珊瑚礁海域,17.468834478111734,114.92865952087244,33.5,40.0,8.8,5.2,1.2,0.46,高温胁迫
SEA-OS-6798,OS,开阔大洋,27.141449527868797,122.07160442568366,16.2,36.7,8.06,8.2,1.3,0.31,高盐度胁迫
SEA-CB-6799,CB,珊瑚礁海域,17.04838724805965,114.08117537947251,26.3,37.4,7.72,6.2,2.7,0.63,珊瑚白化风险
SEA-EM-6800,EM,河口混合区,30.718966394610874,120.69323876595287,21.4,26.2,7.35,8.9,68.1,10.8,泥沙淤积严重
SEA-CB-6801,CB,珊瑚礁海域,16.050485624434273,116.81127071807674,22.7,28.1,8.1,5.4,2.9,0.56,轻微珊瑚应激
SEA-OS-6802,OS,开阔大洋,26.59745269943357,123.44603539732763,21.4,34.0,8.47,6.1,0.6,0.07,初级生产力不足
SEA-OS-6803,OS,开阔大洋,29.882483731050037,123.08708912666222,25.5,34.3,7.73,5.5,0.8,0.62,异常升温
SEA-CB-6804,CB,珊瑚礁海域,17.10867782020561,111.97860014759785,28.4,40.0,8.26,5.3,1.6,0.0,高盐度胁迫
SEA-EM-6805,EM,河口混合区,31.781131246442435,121.31612792368581,18.8,17.5,7.3,5.2,41.7,9.71,酸化趋势
SEA-CM-6806,CM,海草/海藻床,39.23225747413635,118.46983918503896,23.4,30.7,8.91,6.3,11.4,6.4,碱化趋势
SEA-EM-6807,EM,河口混合区,31.38837421301233,120.73301975457713,22.4,29.1,7.55,7.9,13.8,18.55,富营养化
SEA-EM-6808,EM,河口混合区,31.106166468178007,121.72412751621125,35.0,12.5,7.0,6.7,17.7,19.61,富营养化
SEA-EM-6809,EM,河口混合区,31.254773303915613,121.2906870273612,15.7,32.6,7.98,3.3,81.7,11.7,泥沙淤积严重
SEA-EM-6810,EM,河口混合区,30.353842560498258,120.35644033276947,24.8,17.4,7.39,9.3,92.5,21.93,泥沙淤积严重
SEA-AF-6811,AF,人工渔场/养殖区,23.081817752962753,114.38162243583325,22.6,27.3,8.18,4.3,0.0,11.52,鱼类缺氧危机
SEA-OS-6812,OS,开阔大洋,28.25979976617067,122.56907291827312,14.6,35.2,7.9,5.1,1.2,0.11,初级生产力不足
SEA-AF-6813,AF,人工渔场/养殖区,23.368451812498453,115.44603186766524,21.8,23.8,8.3,4.2,34.3,1.66,鱼类缺氧危机
SEA-OS-6814,OS,开阔大洋,28.191798797572567,124.20923634843594,19.0,30.0,7.98,6.0,1.3,0.52,酸化风险
SEA-EM-6815,EM,河口混合区,31.639829896723075,120.8629240953779,20.1,28.2,7.0,5.1,47.0,9.0,酸化趋势
SEA-CM-6816,CM,海草/海藻床,39.18043075795674,118.86396287001004,21.5,34.0,8.12,6.6,9.7,10.04,藻类过度生长
SEA-OS-6817,OS,开阔大洋,27.423738462111647,122.29208048146835,17.5,36.2,8.08,5.5,1.0,0.31,高盐度胁迫
SEA-CM-6818,CM,海草/海藻床,38.80010245750403,119.07889796178097,25.2,32.5,8.03,7.7,11.4,12.05,热浪影响
